decoded_ts,decoded_accel_ax,decoded_accel_ay,decoded_accel_az,decoded_gyro_gx,decoded_gyro_gy,decoded_gyro_gz,decoded_angle_roll,decoded_angle_pitch,decoded_angle_yaw,decoded_gps_lat,decoded_gps_lon,decoded_gps_altitude
1749542757.0,0.31,-0.607,0.771,0.0,0.0,0.0,-38.2,-17.5,-130.5,35.144405364990234,129.012451171875,162.6
1749542765.0,0.31,-0.606,0.771,0.0,0.0,0.0,-38.2,-17.5,-130.5,35.14438247680664,129.012451171875,158.5
1749542772.0,0.309,-0.606,0.768,0.0,0.0,-0.1,-38.2,-17.5,-130.5,35.14442443847656,129.012451171875,160.5
1749542779.0,0.311,-0.605,0.768,0.0,0.0,0.0,-38.2,-17.5,-130.5,35.14441680908203,129.012451171875,159.0
1749542786.0,0.308,-0.606,0.768,0.0,0.0,0.0,-38.2,-17.5,-130.5,35.144493103027344,129.01248168945312,159.0
1749542793.0,0.308,-0.605,0.767,0.0,0.0,0.0,-38.2,-17.5,-130.5,35.144527435302734,129.01248168945312,160.5
1749542800.0,0.308,-0.606,0.768,0.0,0.0,0.0,-38.2,-17.5,-130.5,35.14455032348633,129.0124969482422,161.1
1749542807.0,0.308,-0.605,0.77,0.0,0.0,0.0,-38.2,-17.5,-130.5,35.14457321166992,129.01248168945312,161.4
1749542814.0,0.308,-0.604,0.77,0.0,0.0,0.0,-38.2,-17.5,-130.5,35.144508361816406,129.01248168945312,155.7
1749542821.0,0.308,-0.607,0.769,0.0,0.0,0.0,-38.2,-17.5,-130.5,35.14451599121094,129.01248168945312,159.3
1749542829.0,0.308,-0.606,0.769,0.0,0.0,0.0,-38.2,-17.5,-130.5,35.14453125,129.01246643066406,158.8
1749542836.0,0.309,-0.605,0.767,0.0,0.0,0.0,-38.2,-17.5,-130.5,35.14453125,129.01248168945312,158.5
1749542844.0,0.311,-0.605,0.769,0.0,0.0,0.0,-38.2,-17.5,-130.5,35.144561767578125,129.01246643066406,158.3
1749542851.0,0.309,-0.604,0.769,0.0,0.0,0.0,-38.2,-17.5,-130.5,35.14453887939453,129.01246643066406,157.3
1749542858.0,0.31,-0.604,0.768,0.0,0.0,0.0,-38.2,-17.5,-130.5,35.14451217651367,129.012451171875,156.6
1749542867.0,0.309,-0.607,0.769,0.0,0.0,0.0,-38.2,-17.5,-130.5,35.14448547363281,129.01243591308594,156.0
1749543054.0,0.317,-0.64,0.73,0.0,0.0,0.0,-41.1,-18.1,173.8,35.144287109375,129.00796508789062,153.1
1749543068.0,0.318,-0.639,0.73,0.0,0.0,0.0,-41.1,-18.1,173.8,35.144290924072266,129.00796508789062,152.9
1749543082.0,0.318,-0.641,0.735,0.0,0.0,0.0,-41.1,-18.1,173.8,35.14429473876953,129.00796508789062,152.5
1749543096.0,0.316,-0.641,0.734,0.0,0.0,0.0,-41.1,-18.1,173.8,35.144287109375,129.00796508789062,151.3
1749543110.0,0.315,-0.64,0.732,0.0,0.0,0.0,-41.1,-18.1,173.8,35.144290924072266,129.00796508789062,151.7
1749543125.0,0.317,-0.642,0.731,0.0,0.0,0.0,-41.1,-18.1,173.8,35.1442985534668,129.00796508789062,153.1
1749543139.0,0.317,-0.642,0.733,0.0,0.0,0.0,-41.1,-18.1,173.8,35.144283294677734,129.00796508789062,152.7
1749543153.0,0.316,-0.641,0.731,0.0,0.0,0.0,-41.1,-18.1,173.8,35.144287109375,129.00796508789062,152.9
1749543167.0,0.318,-0.643,0.732,0.0,0.0,0.0,-41.1,-18.1,173.8,35.1442756652832,129.00796508789062,152.7
1749543182.0,0.317,-0.642,0.733,0.0,0.0,0.0,-41.1,-18.1,173.8,35.14426803588867,129.00796508789062,151.9
1749543196.0,0.317,-0.642,0.732,0.0,0.0,0.0,-41.2,-18.1,173.8,35.14426040649414,129.00796508789062,151.2
1749543210.0,0.316,-0.64,0.734,0.0,0.0,0.0,-41.2,-18.1,173.8,35.144256591796875,129.00796508789062,150.3
1749543224.0,0.317,-0.642,0.734,0.0,0.0,0.0,-41.2,-18.1,173.8,35.144256591796875,129.00796508789062,150.3
1749543238.0,0.317,-0.64,0.732,0.0,0.0,0.0,-41.2,-18.1,173.8,35.14426040649414,129.00796508789062,151.1
1749543253.0,0.318,-0.641,0.732,0.0,0.0,0.0,-41.2,-18.1,173.8,35.144264221191406,129.00796508789062,151.3
1749543267.0,0.319,-0.639,0.73,0.0,0.0,0.0,-41.2,-18.1,173.8,35.14426040649414,129.00796508789062,150.3
1749543281.0,0.316,-0.642,0.73,0.0,0.0,0.0,-41.2,-18.1,173.8,35.144264221191406,129.00796508789062,149.6
1749543295.0,0.317,-0.64,0.733,0.0,0.0,0.0,-41.2,-18.1,173.8,35.14427185058594,129.00796508789062,150.3
1749543309.0,0.317,-0.642,0.733,0.0,0.0,0.0,-41.2,-18.1,173.8,35.1442756652832,129.00796508789062,150.7
1749543324.0,0.319,-0.641,0.733,0.0,0.0,0.0,-41.2,-18.1,173.8,35.1442756652832,129.00796508789062,151.0
1749543338.0,0.317,-0.641,0.73,0.0,0.0,0.0,-41.2,-18.1,173.8,35.14427947998047,129.00796508789062,150.9
1749543352.0,0.317,-0.64,0.732,0.0,0.0,0.0,-41.2,-18.1,173.8,35.144283294677734,129.00796508789062,151.1
1749543366.0,0.316,-0.641,0.731,0.0,0.0,0.0,-41.2,-18.1,173.8,35.1442756652832,129.00794982910156,150.9
1749543381.0,0.318,-0.642,0.729,0.0,0.0,0.0,-41.2,-18.1,173.8,35.14426803588867,129.00794982910156,149.4
1749543395.0,0.317,-0.641,0.735,0.0,0.0,0.0,-41.2,-18.1,173.8,35.14427185058594,129.00794982910156,149.1
1749543409.0,0.318,-0.639,0.735,0.0,0.0,0.0,-41.2,-18.1,173.8,35.1442756652832,129.00794982910156,148.8
1749543423.0,0.317,-0.642,0.733,0.0,0.0,0.0,-41.2,-18.1,173.8,35.14427185058594,129.00794982910156,148.2
1749543438.0,0.315,-0.641,0.734,0.0,0.0,0.0,-41.2,-18.1,173.8,35.1442756652832,129.00794982910156,147.8
1749543452.0,0.317,-0.642,0.73,0.0,0.0,0.0,-41.2,-18.1,173.8,35.1442756652832,129.00794982910156,147.4
1749543466.0,0.317,-0.641,0.734,0.0,0.0,0.0,-41.2,-18.1,173.8,35.14427947998047,129.00794982910156,147.3
1749543480.0,0.317,-0.641,0.732,0.0,0.0,0.0,-41.2,-18.0,173.8,35.144283294677734,129.00794982910156,147.4
1749543494.0,0.317,-0.641,0.729,0.0,0.0,0.0,-41.2,-18.0,173.8,35.1442985534668,129.00796508789062,149.7
1749543508.0,0.315,-0.641,0.735,0.0,0.0,0.0,-41.2,-18.0,173.8,35.14431381225586,129.0079803466797,152.6
1749543523.0,0.316,-0.642,0.732,0.0,0.0,0.0,-41.2,-18.0,173.8,35.14432144165039,129.0079803466797,155.2
1749543537.0,0.318,-0.64,0.732,0.0,0.0,0.0,-41.2,-18.0,173.8,35.144325256347656,129.00799560546875,156.7
1749543551.0,0.315,-0.641,0.731,0.0,0.0,0.0,-41.2,-18.0,173.8,35.144325256347656,129.00799560546875,157.7
1749543565.0,0.318,-0.638,0.735,0.0,0.0,0.0,-41.2,-18.0,173.8,35.14432144165039,129.00799560546875,158.3
1749543579.0,0.316,-0.641,0.73,0.0,0.0,0.0,-41.2,-18.0,173.8,35.14430236816406,129.0079803466797,157.8
1749543594.0,0.317,-0.642,0.732,0.0,0.0,0.0,-41.2,-18.0,173.8,35.14429473876953,129.0079803466797,158.0
1749543608.0,0.317,-0.642,0.731,0.0,0.0,0.0,-41.2,-18.0,173.8,35.14429473876953,129.0079803466797,157.7
1749543622.0,0.317,-0.642,0.731,0.0,0.0,0.0,-41.2,-18.0,173.8,35.14429473876953,129.0079803466797,158.2
1749543636.0,0.315,-0.642,0.732,0.0,0.0,0.0,-41.2,-18.0,173.8,35.1442756652832,129.00796508789062,156.6
1749543650.0,0.316,-0.641,0.734,0.0,0.0,0.0,-41.2,-18.0,173.8,35.144264221191406,129.00796508789062,155.3
1749543665.0,0.316,-0.642,0.732,0.0,0.0,0.0,-41.2,-18.0,173.8,35.144256591796875,129.00796508789062,153.8
1749543679.0,0.317,-0.641,0.731,0.0,0.0,0.0,-41.2,-18.0,173.8,35.144256591796875,129.00796508789062,153.0
1749543693.0,0.315,-0.642,0.732,0.0,0.0,0.0,-41.2,-18.0,173.8,35.144248962402344,129.00796508789062,151.6
1749543707.0,0.317,-0.641,0.733,0.0,0.0,0.0,-41.2,-18.0,173.8,35.14424514770508,129.00796508789062,151.4
1749543721.0,0.318,-0.642,0.733,0.0,0.0,0.0,-41.2,-18.0,173.8,35.144248962402344,129.00796508789062,152.2
1749543736.0,0.32,-0.642,0.731,0.0,0.0,0.0,-41.2,-18.0,173.8,35.14424514770508,129.00796508789062,152.2
1749543750.0,0.315,-0.641,0.734,0.0,0.0,0.0,-41.2,-18.0,173.8,35.14424133300781,129.00796508789062,152.4
1749543764.0,0.316,-0.642,0.729,0.0,0.0,0.0,-41.2,-18.0,173.8,35.14424133300781,129.00796508789062,152.1
1749543778.0,0.317,-0.641,0.732,0.0,0.0,0.0,-41.2,-18.0,173.8,35.14423751831055,129.00796508789062,152.0
1749543792.0,0.316,-0.643,0.73,0.0,0.0,0.0,-41.2,-18.0,173.8,35.144229888916016,129.00794982910156,151.0
1749543806.0,0.317,-0.643,0.729,0.0,0.0,0.0,-41.2,-18.0,173.8,35.144222259521484,129.00794982910156,149.5
1749543821.0,0.317,-0.642,0.733,0.0,0.0,0.0,-41.2,-18.0,173.8,35.14423370361328,129.00794982910156,149.4
1749543835.0,0.317,-0.64,0.735,0.0,0.0,0.0,-41.2,-18.0,173.8,35.14424514770508,129.00794982910156,150.0
1749543849.0,0.317,-0.64,0.731,0.0,0.0,0.0,-41.2,-18.0,173.8,35.14426040649414,129.00796508789062,150.7
1749543863.0,0.319,-0.642,0.733,0.0,0.0,0.0,-41.2,-18.0,173.8,35.144264221191406,129.00796508789062,150.5
1749543877.0,0.317,-0.64,0.733,0.0,0.0,0.0,-41.2,-18.0,173.8,35.14426803588867,129.00796508789062,150.2
1749543892.0,0.319,-0.641,0.732,0.0,0.0,0.0,-41.2,-18.0,173.8,35.144264221191406,129.00796508789062,149.5
1749543906.0,0.315,-0.641,0.736,0.0,0.0,0.0,-41.2,-18.0,173.8,35.1442756652832,129.00796508789062,150.5
1749543920.0,0.316,-0.641,0.732,0.0,0.0,0.0,-41.2,-18.0,173.8,35.144283294677734,129.00796508789062,151.4
1749543934.0,0.318,-0.642,0.732,0.0,0.0,0.0,-41.2,-18.0,173.8,35.144283294677734,129.00796508789062,150.3
1749543948.0,0.318,-0.641,0.73,0.0,0.0,0.0,-41.2,-18.0,173.8,35.144287109375,129.00796508789062,149.8
1749543963.0,0.318,-0.643,0.734,0.0,0.0,0.0,-41.2,-18.0,173.8,35.144287109375,129.00796508789062,148.5
1749543977.0,0.316,-0.641,0.732,0.0,0.0,0.0,-41.2,-18.0,173.8,35.14429473876953,129.00796508789062,147.7
1749545902.0,0.321,-0.633,0.74,0.0,0.0,0.0,-40.4,-18.2,173.9,35.1442756652832,129.00796508789062,153.6
1749545916.0,0.321,-0.631,0.743,0.0,0.0,0.0,-40.4,-18.2,173.9,35.1442756652832,129.00796508789062,153.1
1749545930.0,0.322,-0.631,0.74,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.0079803466797,151.9
1749545944.0,0.319,-0.632,0.741,0.0,0.0,0.0,-40.4,-18.2,173.9,35.1442756652832,129.00796508789062,151.8
1749545958.0,0.323,-0.632,0.74,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427185058594,129.00796508789062,150.2
1749545973.0,0.322,-0.632,0.739,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427185058594,129.00796508789062,149.7
1749545987.0,0.322,-0.633,0.741,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427185058594,129.00796508789062,150.2
1749546001.0,0.324,-0.635,0.74,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427185058594,129.00796508789062,149.8
1749546015.0,0.321,-0.633,0.743,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427185058594,129.00794982910156,149.6
1749546030.0,0.321,-0.631,0.738,0.0,0.0,0.0,-40.4,-18.2,173.9,35.1442756652832,129.00794982910156,149.8
1749546044.0,0.322,-0.633,0.742,0.0,0.0,0.0,-40.4,-18.2,173.9,35.1442756652832,129.00794982910156,150.9
1749546058.0,0.323,-0.632,0.744,0.0,0.0,0.0,-40.4,-18.2,173.9,35.1442756652832,129.00796508789062,151.0
1749546072.0,0.321,-0.632,0.742,0.0,0.0,0.0,-40.4,-18.2,173.9,35.1442756652832,129.00796508789062,151.2
1749546086.0,0.321,-0.633,0.735,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.00796508789062,151.4
1749546101.0,0.321,-0.632,0.738,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.00796508789062,151.7
1749546115.0,0.321,-0.633,0.739,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144283294677734,129.00796508789062,151.7
1749546129.0,0.322,-0.634,0.74,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144283294677734,129.00796508789062,151.6
1749546143.0,0.321,-0.629,0.737,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144283294677734,129.00796508789062,151.3
1749546158.0,0.321,-0.633,0.742,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144287109375,129.00796508789062,150.7
1749546172.0,0.32,-0.632,0.741,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144287109375,129.0079803466797,149.9
1749546186.0,0.32,-0.631,0.738,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144283294677734,129.0079803466797,148.9
1749546200.0,0.323,-0.634,0.739,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144283294677734,129.0079803466797,148.5
1749546214.0,0.322,-0.631,0.742,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.0079803466797,148.7
1749546229.0,0.32,-0.633,0.741,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.00799560546875,148.9
1749546243.0,0.322,-0.632,0.739,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.00799560546875,148.4
1749546257.0,0.321,-0.632,0.741,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.00799560546875,147.2
1749546271.0,0.321,-0.632,0.739,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.00799560546875,146.8
1749546286.0,0.321,-0.631,0.737,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.00799560546875,146.8
1749546300.0,0.322,-0.634,0.738,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.00799560546875,146.9
1749546314.0,0.323,-0.633,0.744,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.0079803466797,147.2
1749546328.0,0.321,-0.632,0.74,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.0079803466797,147.8
1749546342.0,0.322,-0.63,0.743,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144283294677734,129.0079803466797,148.2
1749546357.0,0.322,-0.631,0.741,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144283294677734,129.0079803466797,148.6
1749546371.0,0.321,-0.634,0.739,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144283294677734,129.00796508789062,149.2
1749546385.0,0.322,-0.634,0.739,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.00796508789062,148.7
1749546399.0,0.322,-0.631,0.74,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144283294677734,129.00796508789062,149.3
1749546413.0,0.323,-0.634,0.74,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144283294677734,129.00796508789062,149.9
1749546428.0,0.32,-0.633,0.738,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144283294677734,129.00796508789062,151.1
1749546442.0,0.321,-0.631,0.74,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.00796508789062,150.8
1749546456.0,0.324,-0.632,0.74,0.0,0.0,0.0,-40.4,-18.2,173.9,35.1442756652832,129.00796508789062,151.3
1749546470.0,0.322,-0.632,0.738,0.0,0.0,0.0,-40.4,-18.2,173.9,35.1442756652832,129.00796508789062,152.3
1749546484.0,0.321,-0.632,0.74,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.00796508789062,153.8
1749546498.0,0.321,-0.632,0.738,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.0079803466797,153.5
1749546513.0,0.321,-0.631,0.74,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.00799560546875,154.8
1749546527.0,0.321,-0.632,0.736,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144290924072266,129.0079803466797,157.3
1749546541.0,0.322,-0.632,0.739,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144290924072266,129.0079803466797,158.4
1749546555.0,0.322,-0.634,0.742,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144287109375,129.00799560546875,159.2
1749546569.0,0.32,-0.632,0.741,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144287109375,129.0079803466797,159.1
1749546584.0,0.323,-0.632,0.741,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144283294677734,129.0079803466797,158.3
1749546598.0,0.321,-0.633,0.74,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.00796508789062,158.3
1749546612.0,0.32,-0.632,0.739,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.00796508789062,157.7
1749546626.0,0.32,-0.631,0.74,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.00796508789062,157.5
1749546640.0,0.322,-0.63,0.739,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.00796508789062,157.7
1749546655.0,0.32,-0.63,0.738,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.00796508789062,157.8
1749546669.0,0.324,-0.633,0.742,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.00796508789062,158.1
1749546683.0,0.322,-0.633,0.741,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.00796508789062,158.2
1749546697.0,0.321,-0.631,0.741,0.0,0.0,0.0,-40.4,-18.2,173.9,35.1442756652832,129.00796508789062,158.0
1749546711.0,0.32,-0.633,0.741,0.0,0.0,0.0,-40.4,-18.2,173.9,35.1442756652832,129.00796508789062,158.1
1749546726.0,0.322,-0.633,0.741,0.0,0.0,0.0,-40.4,-18.2,173.9,35.14427947998047,129.00796508789062,159.2
1749546740.0,0.323,-0.634,0.74,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144283294677734,129.00794982910156,159.3
1749546754.0,0.324,-0.631,0.738,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144283294677734,129.0079345703125,159.2
1749546768.0,0.321,-0.632,0.738,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144283294677734,129.0079345703125,158.9
1749546782.0,0.321,-0.633,0.738,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144287109375,129.0079345703125,158.8
1749546796.0,0.322,-0.632,0.74,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144283294677734,129.00794982910156,157.5
1749546811.0,0.323,-0.63,0.739,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144287109375,129.00794982910156,157.5
1749546825.0,0.323,-0.632,0.739,0.0,0.0,0.0,-40.4,-18.2,173.9,35.144287109375,129.00794982910156,157.4
